gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,tenure_group,TenureMonthlyRatio,AvgRevenuePerMonth,TotalServices,HighRiskCustomer,Gender_Label,Contract_Label,Internet_Service_Label,Payment_Method_Label,Churn_Status,Tenure_Group
0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,916.75,1,65.48214285714286,2,0.1827125790583274,65.48214285714286,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1029.8,0,21.454166666666666,3,2.211764705882353,21.454166666666666,0,0,Female,Two year,No Internet,Credit card,Stayed,2-4 Years
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1796.55,0,25.665,4,2.555555555555556,25.665,0,0,Male,Two year,No Internet,Bank transfer,Stayed,4+ Years
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,1,19.9,33.7,0,11.233333333333334,1,0.0956937799043062,11.233333333333334,0,0,Male,Month-to-month,No Internet,Credit card,Stayed,0-6 Months (High Risk)
0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,0,19.05,454.05,0,19.741304347826087,2,1.0972568578553616,19.741304347826087,0,0,Female,Month-to-month,No Internet,Bank transfer,Stayed,1-2 Years
1,1,1,0,15,1,2,1,2,0,2,0,2,0,0,1,2,96.5,1392.25,0,87.015625,2,0.1538461538461538,87.015625,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1049.6,0,19.43703703703704,4,2.541966426858513,19.43703703703704,0,0,Female,Two year,No Internet,Credit card,Stayed,4+ Years
0,1,1,0,28,1,2,2,1,1,1,1,1,1,0,0,3,25.7,734.6,0,25.33103448275862,3,1.0486891385767791,25.33103448275862,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,2-4 Years
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,475.1,0,20.65652173913044,2,1.0328638497652582,20.65652173913044,0,0,Male,One year,No Internet,Mailed check,Stayed,1-2 Years
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,1,35.075,1,0.0140548137737174,35.075,0,0,Female,Month-to-month,Fiber optic,Mailed check,Churned,0-6 Months (High Risk)
1,1,1,0,16,1,0,1,0,0,2,2,0,2,0,1,2,91.55,1540.05,0,90.59117647058824,2,0.1728795245813074,90.59117647058824,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
0,0,1,1,48,0,1,0,2,2,0,2,0,0,2,0,3,39.4,1978.65,0,40.38061224489796,3,1.188118811881188,40.38061224489796,0,0,Female,Two year,DSL,Mailed check,Stayed,2-4 Years
1,1,1,0,30,1,2,1,2,2,2,2,2,0,0,1,0,105.7,3181.8,0,102.63870967741936,3,0.2811621368322399,102.63870967741936,0,0,Male,Month-to-month,Fiber optic,Bank transfer,Stayed,2-4 Years
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.25,229.7,0,57.425,1,0.0421052631578947,57.425,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,0-6 Months (High Risk)
1,1,0,0,57,1,2,1,2,0,0,2,0,2,2,0,2,93.75,5625.55,0,96.99224137931034,4,0.6015831134564644,96.99224137931034,0,0,Male,Two year,Fiber optic,Electronic check,Stayed,4+ Years
0,1,1,0,68,1,2,1,2,2,0,0,0,2,1,1,1,96.55,6581.9,1,95.38985507246376,4,0.6970784213223988,95.38985507246376,0,0,Female,One year,Fiber optic,Credit card,Churned,4+ Years
0,0,1,0,23,1,0,0,0,0,0,2,2,0,1,0,0,60.0,1347.15,0,56.13125,2,0.3770491803278688,56.13125,0,0,Female,One year,DSL,Bank transfer,Stayed,1-2 Years
0,0,1,0,65,1,0,0,0,0,0,2,2,0,2,1,1,59.8,3808.2,0,57.7,4,1.069078947368421,57.7,0,0,Female,Two year,DSL,Credit card,Stayed,4+ Years
1,0,1,0,44,1,0,1,0,0,0,0,2,2,1,1,0,90.65,3974.15,0,88.31444444444445,3,0.4800872885979269,88.31444444444445,0,0,Male,One year,Fiber optic,Bank transfer,Stayed,2-4 Years
0,0,1,1,71,1,2,1,2,2,2,0,2,2,2,1,0,109.0,7661.8,0,106.41388888888888,4,0.6454545454545455,106.41388888888888,0,0,Female,Two year,Fiber optic,Bank transfer,Stayed,4+ Years
0,0,1,0,37,1,2,0,2,0,2,2,0,0,1,0,1,68.1,2479.25,0,65.24342105263158,3,0.5354558610709118,65.24342105263158,0,0,Female,One year,DSL,Credit card,Stayed,2-4 Years
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.4,266.6,0,20.50769230769231,1,0.5607476635514019,20.50769230769231,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,6-12 Months
1,0,1,1,69,1,2,0,0,2,2,2,2,2,2,1,0,81.95,5601.4,0,80.02,4,0.8318264014466545,80.02,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
0,0,0,0,35,1,0,0,2,2,2,0,0,0,0,0,2,60.55,1982.6,0,55.07222222222222,3,0.5686433793663689,55.07222222222222,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,2-4 Years
1,0,0,0,5,1,0,0,0,2,0,2,0,2,0,1,0,65.6,339.9,0,56.65,1,0.075075075075075,56.65,0,0,Male,Month-to-month,DSL,Bank transfer,Stayed,0-6 Months (High Risk)
1,0,1,1,58,1,2,1,0,0,0,0,2,0,2,0,0,82.5,4828.05,0,81.8313559322034,4,0.6946107784431138,81.8313559322034,0,0,Male,Two year,Fiber optic,Bank transfer,Stayed,4+ Years
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,1,0,82.3,5980.55,0,81.92534246575343,4,0.8643457382953181,81.92534246575343,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
1,0,1,0,72,1,2,0,2,2,2,2,0,0,2,0,3,68.15,4808.7,0,65.87260273972602,4,1.0412147505422993,65.87260273972602,0,0,Male,Two year,DSL,Mailed check,Stayed,4+ Years
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.3,20.3,0,10.15,1,0.0469483568075117,10.15,0,0,Female,Month-to-month,No Internet,Credit card,Stayed,0-6 Months (High Risk)
0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3692.85,1,92.32125,3,0.4039357845675815,92.32125,0,0,Female,One year,Fiber optic,Electronic check,Churned,2-4 Years
1,0,1,1,53,1,0,2,1,1,1,1,1,1,1,0,1,20.2,1068.15,0,19.78055555555556,4,2.5,19.78055555555556,0,0,Male,One year,No Internet,Credit card,Stayed,4+ Years
0,0,0,0,27,1,0,1,0,0,2,2,0,2,0,1,2,89.2,2383.6,0,85.12857142857142,3,0.2993348115299334,85.12857142857142,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,1,34.825,1,0.0141542816702052,34.825,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.3,89.3,1,44.65,1,0.0110741971207087,44.65,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,1,0,18,1,0,1,2,0,0,0,0,0,0,0,2,74.8,1438.05,0,75.68684210526315,2,0.237467018469657,75.68684210526315,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.2,917.45,0,19.52021276595745,3,2.169811320754717,19.52021276595745,0,0,Male,Two year,No Internet,Mailed check,Stayed,2-4 Years
0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,1,84.4,6096.45,0,83.51301369863013,4,0.8430913348946135,83.51301369863013,0,0,Female,Two year,DSL,Credit card,Stayed,4+ Years
0,0,0,0,36,1,0,1,0,0,2,2,0,2,0,1,2,87.55,3078.1,1,83.19189189189188,3,0.406549971767363,83.19189189189188,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,2-4 Years
0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,2,25.15,99.95,0,19.99,1,0.152963671128107,19.99,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,0-6 Months (High Risk)
0,0,0,0,25,1,0,2,1,1,1,1,1,1,2,0,1,19.8,475.2,0,18.27692307692308,3,1.2019230769230769,18.27692307692308,0,0,Female,Two year,No Internet,Credit card,Stayed,2-4 Years
0,0,1,1,40,0,1,0,0,2,0,0,2,2,0,1,2,50.85,2036.55,0,49.6719512195122,3,0.7714561234329798,49.6719512195122,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,2-4 Years
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,102.4,6444.05,0,100.68828125,4,0.609284332688588,100.68828125,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,4+ Years
0,1,0,0,15,1,0,1,2,0,2,2,0,2,0,1,3,96.3,1426.75,1,89.171875,2,0.1541623843782117,89.171875,0,0,Female,Month-to-month,Fiber optic,Mailed check,Churned,1-2 Years
1,0,0,0,14,1,2,0,0,2,0,0,0,0,0,1,1,55.5,767.55,0,51.17,2,0.247787610619469,51.17,0,0,Male,Month-to-month,DSL,Credit card,Stayed,1-2 Years
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,109.75,7932.5,0,108.66438356164385,4,0.6501128668171557,108.66438356164385,0,0,Male,Two year,Fiber optic,Bank transfer,Stayed,4+ Years
1,0,0,0,39,1,2,1,2,2,0,0,2,2,0,1,2,106.4,4040.65,0,101.01625,3,0.3631284916201117,101.01625,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
0,0,1,1,47,0,1,0,2,2,2,0,2,2,2,1,1,60.0,2768.65,0,57.68020833333333,3,0.7704918032786885,57.68020833333333,0,0,Female,Two year,DSL,Credit card,Stayed,2-4 Years
1,0,1,0,19,1,2,1,2,2,0,2,0,0,0,1,1,88.8,1672.35,0,83.61749999999999,2,0.2115812917594655,83.61749999999999,0,0,Male,Month-to-month,Fiber optic,Credit card,Stayed,1-2 Years
0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,85.2,474.8,1,79.13333333333334,1,0.0580046403712296,79.13333333333334,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,1,2,35.1,446.1,1,31.86428571428572,2,0.3601108033240997,31.86428571428572,0,0,Female,Month-to-month,DSL,Electronic check,Churned,1-2 Years
0,0,0,0,17,1,2,1,0,0,2,0,0,0,0,0,0,80.05,1345.65,0,74.75833333333334,2,0.2097470697100555,74.75833333333334,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Stayed,1-2 Years
1,1,1,0,34,1,2,1,0,0,0,0,0,0,0,1,2,75.55,2425.4,0,69.29714285714286,3,0.4441541476159373,69.29714285714286,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
0,0,0,0,42,1,0,0,0,2,0,0,0,0,0,1,2,49.55,2077.95,0,48.32441860465116,3,0.8308605341246291,48.32441860465116,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,2-4 Years
1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.3,416.3,1,69.38333333333334,1,0.0607533414337788,69.38333333333334,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1663.5,0,23.104166666666668,4,2.85140562248996,23.104166666666668,0,0,Female,Two year,No Internet,Credit card,Stayed,4+ Years
1,1,1,0,19,1,0,0,2,0,2,0,2,0,0,0,0,66.4,1286.05,0,64.3025,2,0.2818991097922848,64.3025,0,0,Male,Month-to-month,DSL,Bank transfer,Stayed,1-2 Years
0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,1,2,19.6,35.85,1,11.95,1,0.0970873786407767,11.95,0,0,Female,Month-to-month,No Internet,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,18.8,1094.35,0,18.86810344827586,4,2.878787878787879,18.86810344827586,0,0,Male,Two year,No Internet,Credit card,Stayed,4+ Years
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,108.4,7719.5,0,105.74657534246576,4,0.6581352833638026,105.74657534246576,0,0,Male,Two year,Fiber optic,Electronic check,Stayed,4+ Years
0,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,3,85.95,514.6,0,73.51428571428572,1,0.0690051753881541,73.51428571428572,0,0,Female,Month-to-month,Fiber optic,Mailed check,Stayed,0-6 Months (High Risk)
0,0,1,1,17,1,2,1,0,0,0,0,0,2,0,1,2,85.45,1451.6,1,80.64444444444445,2,0.1966454598033545,80.64444444444445,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
1,0,1,0,61,1,2,0,0,2,2,0,2,2,2,0,0,80.9,4932.5,0,79.55645161290323,4,0.7448107448107447,79.55645161290323,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,71.0,1,35.5,1,0.0138888888888888,35.5,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,0,1,1,48,1,2,1,2,2,2,2,2,2,2,0,1,111.8,5443.65,0,111.09489795918368,3,0.425531914893617,111.09489795918368,0,0,Male,Two year,Fiber optic,Credit card,Stayed,2-4 Years
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,1,20.6,330.25,0,19.426470588235293,2,0.7407407407407407,19.426470588235293,0,0,Male,Month-to-month,No Internet,Credit card,Stayed,1-2 Years
1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,85.05,746.5,1,74.65,1,0.10459035444509,74.65,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,6-12 Months
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,44.6,122.7,0,30.675,1,0.0657894736842105,30.675,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,0-6 Months (High Risk)
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,44.4,44.4,1,22.2,1,0.0220264317180616,22.2,0,0,Male,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,65,1,2,1,0,2,2,0,2,2,2,0,1,105.1,6631.85,0,100.48257575757576,4,0.6126295947219604,100.48257575757576,0,0,Male,Two year,Fiber optic,Credit card,Stayed,4+ Years
0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,115.15,8250.0,0,116.19718309859157,4,0.6026689625484287,116.19718309859157,0,0,Female,Two year,Fiber optic,Credit card,Stayed,4+ Years
1,0,1,0,60,1,0,0,2,0,0,0,2,0,1,1,3,59.8,3561.15,0,58.37950819672131,4,0.986842105263158,58.37950819672131,0,0,Male,One year,DSL,Mailed check,Stayed,4+ Years
0,0,1,0,69,1,2,2,1,1,1,1,1,1,1,1,2,26.3,1763.55,0,25.193571428571428,4,2.527472527472528,25.193571428571428,0,0,Female,One year,No Internet,Electronic check,Stayed,4+ Years
0,1,0,0,35,1,0,1,0,0,0,0,0,0,0,0,2,70.55,2419.0,0,67.19444444444444,3,0.4891684136967156,67.19444444444444,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
0,0,0,0,22,1,0,2,1,1,1,1,1,1,0,1,3,20.05,470.2,0,20.443478260869565,2,1.0451306413301662,20.443478260869565,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,1-2 Years
1,0,1,1,66,1,2,0,0,2,2,0,2,2,2,0,0,79.85,5234.95,0,78.13358208955223,4,0.8163265306122449,78.13358208955223,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,1,35.15,1,0.0140252454417952,35.15,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,0,79.35,79.35,1,39.675,1,0.0124455507156191,39.675,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Churned,0-6 Months (High Risk)
1,0,1,1,34,1,2,1,0,0,2,0,0,2,0,1,1,90.05,3097.0,0,88.48571428571428,3,0.3734211971444262,88.48571428571428,0,0,Male,Month-to-month,Fiber optic,Credit card,Stayed,2-4 Years
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1709.1,0,23.412328767123288,4,2.8290766208251474,23.412328767123288,0,0,Female,Two year,No Internet,Bank transfer,Stayed,4+ Years
1,0,1,1,31,0,1,0,2,0,2,2,2,2,1,0,2,59.95,1848.8,0,57.775,3,0.5086136177194421,57.775,0,0,Male,One year,DSL,Electronic check,Stayed,2-4 Years
1,0,0,1,30,1,2,2,1,1,1,1,1,1,1,0,0,25.35,723.3,0,23.33225806451613,3,1.1385199240986716,23.33225806451613,0,0,Male,One year,No Internet,Bank transfer,Stayed,2-4 Years
0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,0,90.8,809.75,1,80.975,1,0.0980392156862745,80.975,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Churned,6-12 Months
1,0,1,1,20,1,0,1,0,0,0,0,0,0,0,1,2,70.45,1470.95,1,70.04523809523809,2,0.2799160251924422,70.04523809523809,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
1,1,1,0,19,0,1,0,0,2,2,0,0,0,0,1,1,34.3,577.15,0,28.8575,2,0.538243626062323,28.8575,0,0,Male,Month-to-month,DSL,Credit card,Stayed,1-2 Years
0,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,105.05,6914.95,0,104.77196969696968,4,0.6129184347006129,104.77196969696968,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,4+ Years
0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,19.3,602.9,0,19.448387096774194,3,1.477832512315271,19.448387096774194,0,0,Female,Two year,No Internet,Mailed check,Stayed,2-4 Years
1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,19.15,124.4,0,17.771428571428572,1,0.2977667493796526,17.771428571428572,0,0,Male,One year,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
0,0,0,0,2,0,1,0,0,2,0,0,2,2,0,0,2,51.4,96.8,0,32.266666666666666,1,0.0381679389312977,32.266666666666666,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,0-6 Months (High Risk)
1,0,1,1,53,1,2,0,2,0,0,2,0,2,0,0,2,71.85,3827.9,0,70.88703703703703,4,0.727522306108442,70.88703703703703,0,0,Male,Month-to-month,DSL,Electronic check,Stayed,4+ Years
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,2,75.4,533.05,0,66.63125,1,0.0916230366492146,66.63125,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,6-12 Months
0,0,1,1,61,1,0,0,2,0,0,0,0,0,1,1,0,49.7,2961.4,0,47.76451612903226,4,1.203155818540434,47.76451612903226,0,0,Female,One year,DSL,Bank transfer,Stayed,4+ Years
1,1,0,0,70,0,1,0,0,0,0,0,2,2,1,1,2,45.25,3264.45,1,45.97816901408451,4,1.5135135135135136,45.97816901408451,0,0,Male,One year,DSL,Electronic check,Churned,4+ Years
0,0,0,0,13,1,2,0,2,0,2,0,2,2,0,1,2,78.75,995.35,0,71.09642857142858,2,0.1630094043887147,71.09642857142858,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,1-2 Years
1,1,1,0,35,1,2,1,0,0,2,0,0,0,1,1,0,81.6,2815.25,0,78.20138888888889,3,0.423728813559322,78.20138888888889,0,0,Male,One year,Fiber optic,Bank transfer,Stayed,2-4 Years
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,70.4,154.8,0,51.6,1,0.0280112044817927,51.6,0,0,Female,Month-to-month,Fiber optic,Credit card,Stayed,0-6 Months (High Risk)
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.8,246.3,1,61.575,1,0.0390625,61.575,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,76.1,257.6,0,64.4,1,0.0389105058365758,64.4,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,0-6 Months (High Risk)
0,0,0,0,62,1,2,1,0,0,0,0,2,2,1,1,0,94.0,5757.2,0,91.38412698412698,4,0.6526315789473685,91.38412698412698,0,0,Female,One year,Fiber optic,Bank transfer,Stayed,4+ Years
1,0,1,1,72,1,2,1,2,2,2,2,0,2,2,0,1,103.95,7517.7,0,102.98219178082192,4,0.6860409718913768,102.98219178082192,0,0,Male,Two year,Fiber optic,Credit card,Stayed,4+ Years
1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,1,0,19.95,1234.8,0,19.29375,4,3.0071599045346065,19.29375,0,0,Male,Two year,No Internet,Bank transfer,Stayed,4+ Years
1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,71.3,1389.2,1,66.15238095238095,2,0.2766251728907331,66.15238095238095,0,0,Male,Month-to-month,Fiber optic,Credit card,Churned,1-2 Years
0,1,0,0,35,1,2,1,2,2,2,2,2,2,1,1,0,110.8,3836.3,0,106.5638888888889,3,0.3130590339892665,106.5638888888889,0,0,Female,One year,Fiber optic,Bank transfer,Stayed,2-4 Years
1,1,1,0,21,1,0,1,0,0,0,0,0,0,0,1,2,69.1,1474.75,1,67.0340909090909,2,0.2995720399429387,67.0340909090909,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
1,0,1,0,62,1,2,1,2,2,0,0,0,2,1,0,2,96.1,6001.45,0,95.2611111111111,4,0.6385169927909372,95.2611111111111,0,0,Male,One year,Fiber optic,Electronic check,Stayed,4+ Years
0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,3,48.8,720.1,0,45.00625,2,0.3012048192771084,45.00625,0,0,Female,Month-to-month,DSL,Mailed check,Stayed,1-2 Years
0,0,0,0,55,1,0,0,2,0,0,0,0,0,0,1,1,50.55,2832.75,0,50.58482142857143,4,1.066925315227934,50.58482142857143,0,0,Female,Month-to-month,DSL,Credit card,Stayed,4+ Years
0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,3,44.65,472.25,0,39.35416666666666,1,0.2409638554216867,39.35416666666666,0,0,Female,Month-to-month,DSL,Mailed check,Stayed,6-12 Months
0,0,1,1,17,1,2,1,0,0,2,0,2,0,0,0,2,88.25,1460.65,1,81.14722222222223,2,0.1904761904761904,81.14722222222223,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
0,0,0,0,61,1,0,2,1,1,1,1,1,1,1,0,0,19.45,1336.35,0,21.554032258064517,4,2.9828850855745723,21.554032258064517,0,0,Female,One year,No Internet,Bank transfer,Stayed,4+ Years
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,89.3,6388.65,0,88.73124999999999,4,0.7862679955703211,88.73124999999999,0,0,Female,Two year,DSL,Credit card,Stayed,4+ Years
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,70.0,153.05,1,51.01666666666667,1,0.028169014084507,51.01666666666667,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Churned,0-6 Months (High Risk)
1,0,0,0,35,1,0,2,1,1,1,1,1,1,2,0,3,19.25,677.9,0,18.83055555555556,3,1.728395061728395,18.83055555555556,0,0,Male,Two year,No Internet,Mailed check,Stayed,2-4 Years
0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,0,0,70.5,1165.6,0,64.75555555555555,2,0.2377622377622377,64.75555555555555,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Stayed,1-2 Years
0,0,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,97.35,2119.5,1,96.3409090909091,2,0.2135231316725978,96.3409090909091,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
0,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,0,19.65,921.55,0,19.198958333333334,3,2.276029055690073,19.198958333333334,0,0,Female,Two year,No Internet,Bank transfer,Stayed,2-4 Years
0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.85,72.0,0,18.0,1,0.137299771167048,18.0,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.65,68.35,0,17.0875,1,0.1452784503631961,17.0875,0,0,Male,Month-to-month,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
1,1,1,0,44,1,0,2,1,1,1,1,1,1,2,1,1,19.35,847.25,0,18.82777777777778,3,2.162162162162162,18.82777777777778,0,0,Male,Two year,No Internet,Credit card,Stayed,2-4 Years
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.0,44.0,0,22.0,1,0.0222222222222222,22.0,0,0,Female,Month-to-month,DSL,Mailed check,Stayed,0-6 Months (High Risk)
0,0,1,1,44,1,2,1,0,2,2,0,0,2,1,0,2,94.4,4295.35,0,95.45222222222225,3,0.4612159329140461,95.45222222222225,0,0,Female,One year,Fiber optic,Electronic check,Stayed,2-4 Years
1,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,0,25.9,135.0,1,22.5,1,0.1858736059479554,22.5,0,0,Male,Month-to-month,No Internet,Bank transfer,Churned,0-6 Months (High Risk)
1,0,0,0,24,1,2,0,2,0,0,0,0,0,0,1,0,55.65,1400.55,1,56.022,2,0.4236540158870256,56.022,0,0,Male,Month-to-month,DSL,Bank transfer,Churned,1-2 Years
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,1,34.825,1,0.0141542816702052,34.825,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,18,1,0,1,2,0,0,0,0,0,0,1,2,75.4,1380.4,0,72.65263157894738,2,0.2356020942408376,72.65263157894738,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,100.6,1060.2,1,96.3818181818182,1,0.0984251968503937,96.3818181818182,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,6-12 Months
0,0,1,0,65,1,0,0,2,2,2,0,0,2,2,0,0,71.0,4386.2,0,66.45757575757575,4,0.9027777777777778,66.45757575757575,0,0,Female,Two year,DSL,Bank transfer,Stayed,4+ Years
0,1,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,86.0,86.0,1,43.0,1,0.0114942528735632,43.0,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,53,1,2,1,2,0,2,0,2,2,1,1,1,106.95,5785.5,1,107.13888888888889,4,0.4909680407596109,107.13888888888889,0,0,Female,One year,Fiber optic,Credit card,Churned,4+ Years
1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,21.2,52.05,0,13.0125,1,0.1351351351351351,13.0125,0,0,Male,One year,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
